class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
palms wrong,0.607722104,0.66876626,0.207018644,0.999994636,0.622208714,0.666071475,0.204174846,0.999996305,0.625220776,0.66878289,0.204180628,0.999996305,0.628555,0.67195344,0.204158157,0.999997377,0.615466237,0.661174059,0.231253654,0.999988317,0.614066958,0.660353482,0.231350332,0.999979138,0.612972021,0.659646988,0.231306121,0.999988914,0.637929559,0.690984666,0.217818141,0.999996543,0.619129539,0.671327591,0.343476892,0.999981761,0.607555747,0.687102675,0.212140515,0.999994755,0.600012779,0.68112576,0.248499587,0.999962926,0.62648654,0.771472931,0.113459527,0.999999881,0.558441877,0.730493784,0.392679423,0.999763429,0.564314306,0.848002315,-0.047947634,0.992036521,0.46557337,0.775312483,0.418582499,0.030704187,0.473219573,0.895563066,-0.226426274,0.987357259,0.382442832,0.793476939,0.359713584,0.064612642,0.444765896,0.925251544,-0.269117504,0.983317733,0.35850805,0.792941511,0.348461032,0.0974788,0.439880311,0.909489214,-0.266930908,0.98413372,0.357338816,0.788107812,0.314191073,0.099921763,0.444996655,0.89770633,-0.227311522,0.977605641,0.366623491,0.796376765,0.342571288,0.119129583,0.464270025,0.834358156,-0.092642769,0.999996424,0.421001017,0.795253098,0.092184111,0.999985099,0.374804437,0.678149819,-0.26908499,0.997708797,0.321182072,0.629150093,-0.024748361,0.810467124,0.307475984,0.887531519,-0.289944202,0.998045325,0.266807258,0.818056285,-0.050093114,0.788260639,0.313941181,0.926722109,-0.285763085,0.993174613,0.270809144,0.859201968,-0.053982131,0.880948544,0.226968095,0.965566933,-0.32131058,0.99802655,0.172985166,0.864517093,-0.087686136,0.900396049
palms wrong,0.606225491,0.669276118,0.208854079,0.99999404,0.620295882,0.666613579,0.204285815,0.999995649,0.623209298,0.669252038,0.204289243,0.999995708,0.626325428,0.672240376,0.20427148,0.999996901,0.61428839,0.661544204,0.232278675,0.999986827,0.613109827,0.660681009,0.232368797,0.999976933,0.61214155,0.659898996,0.232319266,0.999987662,0.636234879,0.690746844,0.21315673,0.999995768,0.61867249,0.67197448,0.344216228,0.999979913,0.605679631,0.687710226,0.212590963,0.999993384,0.599563479,0.681341469,0.250689924,0.999956846,0.626307786,0.771109939,0.105447695,0.999999881,0.55922848,0.730440855,0.395812213,0.999766529,0.564296126,0.848034739,-0.068802476,0.991304398,0.467496932,0.776423156,0.430734873,0.031491689,0.473464072,0.894157827,-0.251945913,0.986567974,0.382315755,0.801416993,0.382710487,0.067311898,0.44607681,0.925082207,-0.29286015,0.982534528,0.358467221,0.802383482,0.37840265,0.100249089,0.440270096,0.909549832,-0.285450965,0.983308911,0.360299408,0.797237694,0.343192577,0.102739148,0.445340574,0.897838235,-0.25076583,0.976358175,0.368751377,0.799946189,0.366264641,0.1219289,0.460655987,0.833406031,-0.097821996,0.999995768,0.419487178,0.795260489,0.097390458,0.999984086,0.370395184,0.67088908,-0.25531286,0.997591794,0.321758091,0.628234565,-0.00499837,0.810433626,0.307309449,0.885891318,-0.291423887,0.997891128,0.266807735,0.818632722,-0.047538131,0.787466824,0.313836068,0.924232185,-0.288688004,0.992868662,0.271179795,0.857084632,-0.052656937,0.882000864,0.226986215,0.964041412,-0.317489922,0.997883618,0.17246671,0.851846695,-0.077945679,0.90021193
palms wrong,0.605869949,0.669706702,0.208835959,0.999993682,0.619898915,0.667036355,0.2039444,0.999995172,0.622792125,0.669643223,0.203943059,0.999995232,0.625880241,0.67254442,0.203932211,0.999996543,0.614036679,0.66185689,0.232203871,0.999985754,0.612883627,0.660976529,0.232291892,0.999975502,0.611902416,0.660147846,0.232240513,0.999986827,0.635738969,0.690613568,0.209553167,0.999995172,0.618366539,0.672430813,0.343086988,0.99997884,0.605141461,0.688273132,0.212285668,0.99999243,0.59942776,0.681673348,0.250648797,0.999952972,0.626397848,0.771106422,0.103269204,0.999999881,0.559434116,0.730447531,0.392823339,0.999772429,0.564271331,0.848042309,-0.066558674,0.990661204,0.467920631,0.777494073,0.428916067,0.032457076,0.473694861,0.893411815,-0.247081667,0.985684156,0.383699536,0.800905287,0.379855096,0.070105612,0.446612656,0.924720883,-0.287856132,0.981611609,0.357609123,0.805838883,0.374134451,0.103236012,0.440419018,0.909591734,-0.281802118,0.982342541,0.361274093,0.801350296,0.338741332,0.105766296,0.445529461,0.897970319,-0.246341199,0.974990547,0.369951069,0.802713692,0.363198936,0.124953419,0.459462881,0.832325578,-0.097769991,0.999995351,0.418967158,0.795234084,0.097346231,0.999983609,0.366490275,0.668217659,-0.246473506,0.997525096,0.321814239,0.627220333,-0.005149425,0.812832952,0.307344228,0.88258636,-0.288370311,0.997787237,0.266909719,0.819140494,-0.045729022,0.78997612,0.314842582,0.921809554,-0.286324263,0.992684901,0.271696925,0.855408072,-0.051052898,0.88483125,0.227340013,0.963085055,-0.308879465,0.997773826,0.180347487,0.864486694,-0.073052257,0.901663542
palms wrong,0.605101645,0.669703484,0.210639149,0.999993682,0.618968427,0.667009652,0.204410627,0.999995053,0.621835411,0.669607043,0.204406425,0.999995172,0.624803901,0.672405064,0.204404354,0.999996424,0.613378942,0.661842346,0.233043194,0.999985635,0.612345994,0.660968781,0.233125255,0.999975741,0.611455858,0.660142243,0.233072788,0.999986887,0.634737849,0.689804912,0.206172973,0.999994993,0.618033588,0.672652245,0.340653956,0.999979377,0.604225934,0.688270867,0.212298483,0.999992192,0.599070966,0.6816715,0.250783741,0.999952972,0.626389921,0.770803392,0.098221019,0.999999881,0.559515059,0.730499923,0.386531055,0.999783814,0.564444244,0.848014116,-0.067347355,0.990243971,0.468061268,0.77845329,0.428411812,0.035136018,0.473829448,0.892819464,-0.245738313,0.984972775,0.376900136,0.803059161,0.381974727,0.075401314,0.447062492,0.924580038,-0.28648001,0.980748832,0.351237059,0.804989994,0.377433509,0.108748823,0.440667301,0.90974617,-0.279901713,0.98142767,0.358180225,0.802645266,0.340734035,0.111286059,0.445705086,0.898237109,-0.244730711,0.973706245,0.366963774,0.803084612,0.364989311,0.130577832,0.458451569,0.831494033,-0.097636893,0.999994993,0.418824047,0.795231164,0.097190782,0.999982953,0.365778387,0.666222572,-0.230917886,0.997501194,0.322303981,0.627221644,0.007248277,0.815612972,0.307350934,0.878944159,-0.27822572,0.997763455,0.269189328,0.819239974,-0.023199912,0.792039514,0.315423399,0.919356167,-0.277478665,0.992750168,0.273543268,0.853408158,-0.027906116,0.88769412,0.229055673,0.960458577,-0.30294615,0.997729719,0.188965574,0.873621225,-0.048740719,0.903149128
palms wrong,0.604564071,0.670029223,0.199496567,0.999993443,0.61845696,0.667174041,0.191284552,0.999994755,0.621313751,0.669715106,0.191265985,0.999994934,0.624241948,0.672432661,0.191270486,0.999996185,0.612930775,0.662022412,0.220377296,0.999985039,0.611948431,0.661150813,0.220452115,0.999975145,0.611099124,0.660315335,0.220394179,0.999986529,0.634233952,0.689570487,0.187771827,0.999994636,0.617887199,0.672905326,0.322693676,0.999979198,0.603696883,0.688511312,0.198879108,0.999991596,0.598827004,0.681875169,0.237933397,0.999951065,0.626376212,0.770802736,0.083082467,0.999999881,0.559888959,0.730594218,0.371438026,0.999790132,0.564264178,0.848147452,-0.077137232,0.989973247,0.46805191,0.778991818,0.419056267,0.03637141,0.473831892,0.892289817,-0.249052793,0.984559536,0.376129091,0.804513276,0.37921685,0.077953756,0.447066009,0.924267113,-0.28824228,0.980285704,0.35122031,0.80566299,0.373206794,0.111261338,0.440670073,0.909757614,-0.281098425,0.980914593,0.353651583,0.801582694,0.336940348,0.113861337,0.445698589,0.898305297,-0.247715905,0.972943664,0.364128679,0.803086519,0.362239361,0.133118242,0.457309067,0.831470549,-0.097439863,0.999994636,0.418058813,0.795412183,0.096988544,0.999982178,0.364915937,0.665466726,-0.225701571,0.9974702,0.322384775,0.627167583,0.006620033,0.817351758,0.30646947,0.878916025,-0.274059206,0.997721553,0.269848228,0.81862253,-0.027474433,0.794190347,0.314871311,0.919575155,-0.272892296,0.992720664,0.274674892,0.851630867,-0.032204106,0.889649868,0.229025722,0.960247397,-0.294877321,0.997672975,0.190574616,0.874066114,-0.053247593,0.904010534
palms wrong,0.604293764,0.669368446,0.219770387,0.999993026,0.618055701,0.666641414,0.211138129,0.999994397,0.620898068,0.669246078,0.211126596,0.999994636,0.623744011,0.671793282,0.211131245,0.999995947,0.612631023,0.661401749,0.241707236,0.999984086,0.611696839,0.660527945,0.241795868,0.999973953,0.610888839,0.659668207,0.241745278,0.999985874,0.633686662,0.688321471,0.201434135,0.999994218,0.617710054,0.672742546,0.34551698,0.999978483,0.603338361,0.68780762,0.217533112,0.999991,0.59862113,0.680990994,0.25857991,0.999948621,0.626547217,0.770245373,0.085414633,0.999999881,0.560042858,0.730494559,0.39379558,0.99979347,0.564358294,0.84806478,-0.073697284,0.98946017,0.468189001,0.779682398,0.439837545,0.037388097,0.473870426,0.891888678,-0.250485003,0.98410511,0.375513107,0.804255247,0.398948669,0.081146501,0.44727546,0.924060643,-0.291567743,0.979756296,0.35166648,0.805573046,0.39527458,0.114849024,0.440689176,0.90976423,-0.282717079,0.980342448,0.353740513,0.801716208,0.35759452,0.117438637,0.44569993,0.898331463,-0.248809129,0.972068787,0.364267945,0.803087294,0.381577373,0.136761978,0.456056744,0.830703199,-0.098067805,0.999994338,0.417049587,0.795259655,0.097644344,0.999981165,0.363808334,0.664046645,-0.232908636,0.997438669,0.322898746,0.627036452,0.009410692,0.818364263,0.305937201,0.877812922,-0.283169925,0.997685194,0.270269334,0.818593442,-0.027717238,0.793381691,0.314707249,0.918940842,-0.283255994,0.992751896,0.274797678,0.850344121,-0.032933246,0.890737951,0.228942081,0.960244775,-0.308013886,0.997629285,0.190842479,0.878464997,-0.055667333,0.904389381
palms wrong,0.603255451,0.669479489,0.209387019,0.999992788,0.616901934,0.66668427,0.198770717,0.999994099,0.619779706,0.669260263,0.198748991,0.999994338,0.622638762,0.671785593,0.198757529,0.999995708,0.611549497,0.661503077,0.229042262,0.99998343,0.610744655,0.660647213,0.229124457,0.999973178,0.610034704,0.659799576,0.229058817,0.999985337,0.632979751,0.687992215,0.187842041,0.999993861,0.617304444,0.6728881,0.326737583,0.999978244,0.602440238,0.687828064,0.205436438,0.999990523,0.597920537,0.681034982,0.245975733,0.999947488,0.626619577,0.770106912,0.078892581,0.999999881,0.560607374,0.731310844,0.373549759,0.999798357,0.564557016,0.847983778,-0.081575491,0.989435434,0.468121946,0.780411959,0.41684857,0.037969973,0.473869562,0.891614258,-0.254753649,0.984055221,0.373783678,0.806657434,0.382337958,0.082255773,0.44720912,0.924060225,-0.294090062,0.979690313,0.349299073,0.807389796,0.382054746,0.115826786,0.440522134,0.909999311,-0.286354452,0.980240762,0.352418363,0.802552938,0.342466593,0.118466422,0.445553303,0.898571253,-0.253351778,0.97190094,0.36167413,0.803605318,0.364847481,0.137717873,0.455523729,0.830656409,-0.097847015,0.99999404,0.416572005,0.795518696,0.097437426,0.999980509,0.363377959,0.663299561,-0.226963907,0.997448862,0.323343605,0.627410769,0.006991788,0.819748104,0.305475801,0.877937615,-0.273980469,0.997663856,0.270211488,0.818639338,-0.028916642,0.795300066,0.314038962,0.918982625,-0.27265659,0.992796063,0.274628401,0.850614429,-0.033972938,0.893053472,0.227719992,0.960088849,-0.29036653,0.997589946,0.189169854,0.880417585,-0.054327995,0.905157089
palms wrong,0.603238702,0.669385254,0.217857167,0.999992669,0.616945326,0.666616857,0.209433392,0.99999398,0.619837582,0.669205964,0.20942013,0.999994218,0.622717738,0.671695948,0.209428698,0.999995589,0.611505032,0.661354125,0.239073128,0.999983072,0.61066705,0.660475075,0.239157394,0.99997282,0.609928131,0.659600198,0.239103526,0.999985099,0.63300693,0.687823713,0.204647213,0.999993682,0.617050052,0.672773659,0.342498094,0.999978125,0.602428734,0.687717199,0.216595933,0.999990404,0.597821116,0.680778444,0.256431788,0.999947071,0.626638532,0.770107865,0.089833423,0.999999881,0.560435414,0.731185198,0.390503049,0.99980408,0.564494491,0.84803021,-0.078119203,0.989079475,0.468054771,0.780294001,0.42895332,0.03860908,0.473849297,0.891529024,-0.25237599,0.983683705,0.371007115,0.806471527,0.384679168,0.08432506,0.447196394,0.924049616,-0.292533249,0.979272544,0.345494598,0.806229234,0.380938977,0.11847645,0.440503895,0.910007596,-0.284939855,0.97978878,0.351433724,0.802270353,0.342533052,0.121096827,0.445529401,0.898592591,-0.251134157,0.971257806,0.359908164,0.803330123,0.367001623,0.140456498,0.454947382,0.83066994,-0.097952507,0.999993801,0.415527493,0.795515418,0.097548142,0.999979675,0.363340527,0.66377449,-0.232493609,0.99745512,0.323604941,0.627460122,0.010407816,0.821861207,0.306199253,0.877903402,-0.278840601,0.997661114,0.27178067,0.818819404,-0.028032962,0.795796514,0.314252079,0.918995678,-0.27919054,0.992840827,0.275825143,0.850815654,-0.033423189,0.894757569,0.22904174,0.961683571,-0.302920938,0.997572184,0.190067738,0.881477714,-0.05516078,0.906147242
palms wrong,0.603271425,0.669364154,0.217179388,0.999992728,0.616997361,0.666621149,0.210605338,0.99999392,0.619896948,0.669219911,0.21059373,0.999994218,0.62279743,0.671711147,0.210599512,0.999995589,0.611532271,0.661301672,0.238967583,0.999982953,0.610683739,0.66037333,0.239054248,0.999972999,0.609932482,0.659442127,0.239007875,0.999985099,0.633044839,0.68779695,0.217138097,0.999993622,0.616945684,0.672704101,0.346167743,0.999978364,0.602469563,0.687715769,0.218864128,0.999990344,0.597817659,0.680645049,0.256858766,0.999946713,0.626642406,0.769942403,0.109049961,0.999999881,0.560479105,0.730468929,0.393723041,0.999809504,0.56454289,0.847923577,-0.06018291,0.988806665,0.468076557,0.780064046,0.433804035,0.038884457,0.474162251,0.891466796,-0.240224078,0.983014762,0.367774665,0.806608021,0.396600306,0.084582448,0.447374582,0.924139738,-0.279326051,0.978518069,0.342915386,0.806677938,0.39179343,0.119090229,0.440638632,0.910154402,-0.270451367,0.979020536,0.348165184,0.802533567,0.355243057,0.121562839,0.445676416,0.898667037,-0.238597825,0.970318079,0.353707641,0.803540587,0.379673094,0.140709907,0.455134928,0.829453588,-0.097412087,0.999993742,0.415482849,0.793762743,0.096999332,0.99997896,0.362450302,0.663769603,-0.233850718,0.997451067,0.323429406,0.627462626,0.0081882,0.823124826,0.30620122,0.877775073,-0.285216808,0.997694254,0.272256881,0.820277631,-0.026713211,0.794787586,0.314265221,0.918861032,-0.286427528,0.992929757,0.276637852,0.850881219,-0.03182615,0.895455301,0.229311079,0.961926818,-0.316720903,0.997586846,0.191291332,0.882605731,-0.052630264,0.906850278
palms wrong,0.603301287,0.667890787,0.223560214,0.999992847,0.617023587,0.664995968,0.217370227,0.99999398,0.619943559,0.667795599,0.217362851,0.999994278,0.6228562,0.670303226,0.217366934,0.999995589,0.611515999,0.659619331,0.246264845,0.999983072,0.610650837,0.658664346,0.24635303,0.999973416,0.609886587,0.657703042,0.246319443,0.999985278,0.633069873,0.686312973,0.221509889,0.999993742,0.616781831,0.671345115,0.355321139,0.99997884,0.602505088,0.686420441,0.224982023,0.999990523,0.597812653,0.679108858,0.26392585,0.999947667,0.62664336,0.769710124,0.113542043,0.999999881,0.560444415,0.729623795,0.400733888,0.999816,0.564415932,0.847923279,-0.057638567,0.988482654,0.467863381,0.777902424,0.436546892,0.039399873,0.47420615,0.891569734,-0.240084499,0.982356608,0.367294282,0.805633605,0.394025832,0.085549712,0.447650492,0.925126433,-0.279723048,0.977760196,0.342376351,0.804170787,0.388382852,0.120222472,0.440868288,0.910902679,-0.271292984,0.978249967,0.348310769,0.802303493,0.351762801,0.122674517,0.445849478,0.899361849,-0.238635778,0.969284534,0.354252964,0.803107858,0.376855701,0.141758114,0.455309451,0.828829229,-0.097354874,0.999993742,0.414980501,0.792104006,0.096944146,0.999978602,0.362736166,0.663901627,-0.246112436,0.997486591,0.323410153,0.627100706,0.006690674,0.826520026,0.306204259,0.877888441,-0.297269255,0.997727633,0.272807449,0.821253359,-0.027780179,0.796517551,0.314262152,0.918918312,-0.297888726,0.992975831,0.276858777,0.851721108,-0.032615528,0.89735806,0.229496211,0.963210523,-0.333005726,0.997606754,0.191167504,0.88295579,-0.053851061,0.908420861
palms wrong,0.602902949,0.666390955,0.240785122,0.999992788,0.616526246,0.66321665,0.235281497,0.999993861,0.619587421,0.666100085,0.235286742,0.999994159,0.622601628,0.66865617,0.235288024,0.99999547,0.610861599,0.65806675,0.264403939,0.999982595,0.609961331,0.657114327,0.264500141,0.999972939,0.60916388,0.65611881,0.264466852,0.999985039,0.632735729,0.684384167,0.239217922,0.999993622,0.615599692,0.669606864,0.374805242,0.999978662,0.6022771,0.684922338,0.242267013,0.999990404,0.597497642,0.677436233,0.281569749,0.999946833,0.626704931,0.769181848,0.125185192,0.999999881,0.560335934,0.729028761,0.420604527,0.99982214,0.564414561,0.847903132,-0.048947006,0.988308847,0.467126071,0.777132928,0.457530499,0.039763145,0.474384964,0.891576231,-0.234000608,0.981963933,0.364969909,0.804249704,0.416587114,0.086957715,0.447685957,0.92577523,-0.275985271,0.977259338,0.340232015,0.803355932,0.411477983,0.122150652,0.440892309,0.911432445,-0.266391128,0.977733672,0.347923487,0.802179098,0.373836786,0.124448664,0.445860684,0.899764359,-0.232382327,0.968612731,0.354099572,0.802504659,0.399006307,0.14362447,0.455356926,0.82717216,-0.098088175,0.999993682,0.414842606,0.789504826,0.097662047,0.999978125,0.361927807,0.663352847,-0.246867806,0.997476161,0.322835952,0.626875877,0.0101936,0.824616492,0.306139261,0.877877235,-0.297865659,0.997743368,0.272702515,0.821501911,-0.021103138,0.793202758,0.314260691,0.918796301,-0.298281819,0.993030131,0.277027667,0.852124274,-0.026320975,0.897243202,0.229474545,0.963518679,-0.33174634,0.997609258,0.190591782,0.883364439,-0.049630202,0.908396602
palms wrong,0.588682592,0.648388088,0.2174602,0.99999249,0.601844192,0.644745469,0.209707588,0.999993443,0.605546355,0.646840334,0.209712833,0.999993742,0.609437108,0.648844719,0.209712386,0.999995172,0.596293986,0.640923858,0.240380451,0.999981582,0.595852971,0.640402734,0.240480304,0.999971867,0.595490634,0.639965117,0.240436763,0.999984384,0.623716474,0.663908958,0.20665893,0.999993026,0.605074584,0.653844178,0.34956494,0.999976873,0.589545608,0.665013254,0.21702826,0.999989808,0.584153473,0.660004437,0.258433491,0.999941707,0.626315355,0.749253035,0.097996749,0.999999881,0.55875212,0.711718559,0.4034141,0.999824047,0.569203675,0.845516026,-0.060822241,0.988654613,0.467279434,0.772620976,0.453354597,0.039440554,0.478109062,0.891581774,-0.234621689,0.982202172,0.364386201,0.799095213,0.406854689,0.087091282,0.451050997,0.926003993,-0.275355816,0.977292836,0.341534257,0.797287583,0.403727382,0.122614548,0.444395363,0.911596239,-0.264214844,0.977762997,0.347998083,0.797483504,0.365588844,0.124670826,0.44966054,0.899749935,-0.232464865,0.968562782,0.354420155,0.797837555,0.389405072,0.143365413,0.45548147,0.825052679,-0.099607632,0.999993384,0.415561974,0.786740065,0.099150404,0.999976993,0.362123877,0.663419604,-0.268625706,0.997455418,0.323006541,0.626128256,0.010561178,0.824103534,0.303692877,0.874646425,-0.299076289,0.997667372,0.271059573,0.820788622,-0.016791603,0.789904237,0.312127888,0.917165995,-0.297187865,0.992707729,0.276105076,0.851557553,-0.02062631,0.893892765,0.2245785,0.958945215,-0.328661829,0.997557223,0.188914701,0.882821441,-0.04125623,0.906983614
palms wrong,0.569365799,0.635888159,0.196457997,0.999992251,0.581310689,0.626733899,0.187314719,0.999993086,0.585060239,0.628107369,0.187308416,0.999993384,0.588966548,0.629654467,0.187293932,0.999994934,0.575989604,0.625143468,0.218247205,0.999981105,0.575720191,0.625057161,0.218362883,0.999971509,0.57543993,0.624949157,0.218350023,0.999984026,0.603655934,0.642456055,0.180307224,0.999992609,0.585858703,0.635636866,0.324423969,0.999975801,0.572824597,0.651209772,0.194930285,0.999989092,0.56689322,0.648075342,0.236619502,0.999936402,0.616187453,0.724478722,0.06806501,0.999999881,0.546261132,0.698092282,0.384405673,0.999828935,0.573676586,0.840278924,-0.0961385,0.989314675,0.467279851,0.770329654,0.41859588,0.039628338,0.482384861,0.889989734,-0.254254013,0.982972622,0.376340777,0.796285272,0.37274152,0.087721393,0.456051409,0.921728432,-0.292573929,0.97795409,0.342227578,0.798027933,0.377843589,0.123070799,0.448831081,0.909140468,-0.273215055,0.978407085,0.353449613,0.797363997,0.341803193,0.124796718,0.454970658,0.896662831,-0.248124361,0.969229519,0.359165877,0.797261059,0.356478721,0.142596096,0.454214662,0.822367489,-0.106586911,0.999993145,0.414991558,0.784623742,0.106099211,0.999976397,0.360930622,0.661364377,-0.272593588,0.997468829,0.324611574,0.624664903,0.014233072,0.822424293,0.291807204,0.874343693,-0.309964836,0.997592926,0.26455608,0.819308519,-0.008195763,0.786346734,0.302016705,0.916596651,-0.306527078,0.992540359,0.270968616,0.851085722,-0.010925015,0.889089882,0.211384743,0.953162789,-0.330037415,0.997509778,0.187430769,0.882445514,-0.027905336,0.903436303
palms wrong,0.562479496,0.628256083,0.189905137,0.999991298,0.574640393,0.619275928,0.180612832,0.999992251,0.578099251,0.620445013,0.180610865,0.999992669,0.581697464,0.621655107,0.180594206,0.999994457,0.569537818,0.617666185,0.212270498,0.999979317,0.569382489,0.617574811,0.212381914,0.999969304,0.569274783,0.617558897,0.212367222,0.999982595,0.596405625,0.633542895,0.175091535,0.999991894,0.581081748,0.62901336,0.322497696,0.999972224,0.566084921,0.642299831,0.189196974,0.999987781,0.560499728,0.640001297,0.231778383,0.999924719,0.610643983,0.715492785,0.059819438,0.999999881,0.541126549,0.689408183,0.386080056,0.999817431,0.574554503,0.836683452,-0.10356684,0.989771128,0.469887972,0.766771555,0.424141407,0.038314305,0.483266354,0.889915347,-0.25938651,0.983578265,0.387120217,0.79577291,0.373835713,0.085792542,0.457943529,0.921340942,-0.298922479,0.978476703,0.349735349,0.803672731,0.383159488,0.120831929,0.449953407,0.908497155,-0.27894792,0.978902102,0.362623453,0.798744917,0.346961975,0.12233188,0.455907106,0.896004915,-0.252832741,0.969696224,0.360683978,0.799086809,0.357057184,0.139125809,0.453558624,0.821425319,-0.112612389,0.999992788,0.413785368,0.781644046,0.112117685,0.99997437,0.361116916,0.661235452,-0.289357126,0.997440219,0.324723661,0.623284459,0.022525201,0.822211206,0.287837625,0.874524415,-0.328478813,0.997559965,0.264689744,0.819310546,-0.003679516,0.781134903,0.296106935,0.914704621,-0.324610382,0.99229157,0.27058363,0.851510286,-0.006065735,0.882948875,0.205931425,0.950536609,-0.353131354,0.997490346,0.187597945,0.882481575,-0.019616986,0.899417996
palms wrong,0.556561291,0.624537051,0.142313018,0.999991179,0.568535984,0.614599288,0.135936886,0.999992251,0.572219431,0.615461349,0.135940894,0.999992669,0.576183558,0.616353214,0.135911286,0.999994516,0.562568188,0.612639785,0.16604504,0.999979496,0.562008202,0.611946642,0.166151598,0.999969542,0.561525702,0.611313522,0.166134924,0.999982536,0.591795325,0.624424636,0.153663918,0.999992073,0.573958755,0.619526744,0.295208514,0.999971271,0.561697602,0.638279259,0.151869267,0.999987662,0.554905236,0.635502279,0.192436203,0.999920487,0.607225478,0.707400382,0.045654383,0.999999881,0.537970662,0.677627146,0.386702657,0.999811172,0.574197233,0.836135745,-0.114671364,0.990203798,0.470374972,0.761425674,0.43410784,0.037133925,0.483179569,0.889435112,-0.279733151,0.98435849,0.385376185,0.795421064,0.376041055,0.084759399,0.45727855,0.920670509,-0.322205454,0.979235291,0.349623531,0.806076467,0.382283121,0.119371876,0.449374616,0.905983865,-0.306325495,0.979670823,0.361516386,0.798878312,0.344592571,0.120598435,0.455176353,0.894066274,-0.27442348,0.970519602,0.362148762,0.799071968,0.358695567,0.136388078,0.453285605,0.821721435,-0.122862756,0.999992907,0.413294613,0.781495631,0.122308888,0.999974489,0.360488415,0.659550071,-0.317893803,0.99739027,0.324002147,0.622354329,0.025560733,0.8247087,0.287135333,0.874626279,-0.348736584,0.997534275,0.264187574,0.822449803,0.001593193,0.780698717,0.292657137,0.914639235,-0.344035387,0.99199909,0.270007551,0.8576141,0.000134435,0.878654301,0.200340077,0.942832291,-0.379866093,0.99749285,0.187168434,0.882836163,-0.015882123,0.898542881
palms wrong,0.535633147,0.619389772,0.108080186,0.999991417,0.544357002,0.603650391,0.101756729,0.999992549,0.548053861,0.603745759,0.101735517,0.999992967,0.55206579,0.603802443,0.101674035,0.999994814,0.538726807,0.601578712,0.131991461,0.999980569,0.538184106,0.600278974,0.132107973,0.999971092,0.537710667,0.599202693,0.132130578,0.999983251,0.568697631,0.605337203,0.113279723,0.999992549,0.548817158,0.601316988,0.254904985,0.999972701,0.543462157,0.633852541,0.114979088,0.999988437,0.53651619,0.630629838,0.155433729,0.999925196,0.596304715,0.703376889,0.008648588,0.999999881,0.530091286,0.658828437,0.356120646,0.999821663,0.572384477,0.836511493,-0.123888053,0.991041243,0.464833885,0.752792358,0.416019529,0.039956864,0.48295784,0.88911134,-0.270348102,0.985605955,0.384250581,0.794414163,0.346423566,0.088219285,0.456771612,0.91991508,-0.313981593,0.980632246,0.349783868,0.818352938,0.34826231,0.120810725,0.449124634,0.904942453,-0.300324738,0.981086016,0.360738486,0.800763011,0.310558528,0.12244615,0.454825222,0.893348873,-0.265935808,0.972378135,0.363118201,0.80050379,0.329472423,0.137318596,0.452832371,0.82527107,-0.131423503,0.999993443,0.411871731,0.781112432,0.130900219,0.999976277,0.360423476,0.659757018,-0.372926414,0.997295439,0.32271868,0.622008145,-0.028810967,0.81772846,0.278331459,0.874754846,-0.370107889,0.997252047,0.260124147,0.828500628,-0.03585903,0.780086517,0.285338521,0.914742768,-0.359278858,0.990848184,0.268048704,0.863108099,-0.033618893,0.865937531,0.183672786,0.916049361,-0.382480413,0.997304618,0.180276603,0.877059281,-0.072054073,0.895207465
